1577	81.21	General cleaning of buildings	8121
1578	81.21.0	General cleaning of buildings	
1579	81.22	Other building and industrial cleaning activities	8129*
1580	81.22.1	Chimney-sweeping	
1581	81.22.9	Other building and industrial cleaning activities n.e.c.	
1582	81.29	Other cleaning activities	8129*
1583	81.29.1	Cleaning of means of transport	
1584	81.29.2	Disinfecting and pest control	
1585	81.29.9	Other cleaning activities n.e.c.	
1586	81.3	Landscape service activities	 
1587	81.30	Landscape service activities	8130
1588	81.30.1	Laying out, planting and maintenance of gardens, parks and green areas	
1589	81.30.9	Other landscape and garden service activities	
1590	82	Office administrative, office support and other business support activities	 
1591	82.1	Office administrative and support activities	 
1592	82.11	Combined office administrative service activities	8211
1593	82.11.0	Combined office administrative service activities	
1594	82.19	Photocopying, document preparation and other specialised office support activities	8219
1595	82.19.0	Photocopying, document preparation and other specialised office support activities	
1596	82.2	Activities of call centres	 
1597	82.20	Activities of call centres	8220
1598	82.20.0	Activities of call centres	
1599	82.3	Organisation of conventions and trade shows	 
1600	82.30	Organisation of conventions and trade shows	8230
1601	82.30.0	Organisation of conventions and trade shows	
1602	82.9	Business support service activities n.e.c.	 
1603	82.91	Activities of collection agencies and credit bureaus	8291
1604	82.91.1	Debt collecting	
1605	82.91.2	Credit rating in connection with an individual’s or firm’s creditworthiness or business practices	
1606	82.92	Packaging activities	8292
1607	82.92.0	Packaging activities	
1608	82.99	Other business support service activities n.e.c.	8299
1609	82.99.1	Activities of self-employed auctioneers	
1610	82.99.9	Other business support service activities	
1611	O	PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY	 
1612	84	Public administration and defence; compulsory social security	 
1613	84.1	Administration of the State and the economic and social policy of the community	 
1614	84.11	General public administration activities	8411
1615	84.11.0	General public administration activities	
1616	84.12	Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security	8412
1617	84.12.0	Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security	
1618	84.13	Regulation of and contribution to more efficient operation of businesses	8413
1619	84.13.0	Regulation of and contribution to more efficient operation of businesses	
1620	84.2	Provision of services to the community as a whole	 
1621	84.21	Foreign affairs	8421
1622	84.21.0	Foreign affairs	
1623	84.22	Defence activities	8422
1624	84.22.0	Defence activities	
1625	84.23	Justice and judicial activities	8423*
1626	84.23.0	Justice and judicial activities	
1627	84.24	Public order and safety activities	8423*
1628	84.24.0	Public order and safety activities	
1629	84.25	Fire service activities	8423*
1630	84.25.0	Fire service activities	
1631	84.3	Compulsory social security activities	 
1632	84.30	Compulsory social security activities	8430
1633	84.30.0	Compulsory social security activities	
1634	P	EDUCATION	 
1635	85	Education	 
1636	85.1	Pre-primary education	 
1637	85.10	Pre-primary education 	8510*
1638	85.10.1	Kindergarten education	
1639	85.10.2	Pre-school classes, school-kindergartens	
1640	85.2	Primary education	 
1641	85.20	Primary education 	8510*
1642	85.20.0	Primary education 	
1643	85.3	Secondary education	 
1644	85.31	General secondary education 	8521
1645	85.31.1	Schools offering general education, secondary level stage I	
1646	85.31.2	Schools offering general education, secondary level stage II	
1647	85.32	Technical and vocational secondary education 	8522
1648	85.32.0	Technical and vocational secondary education 	
1649	85.4	Higher education	 
1650	85.41	Post-secondary non-tertiary education	8530*
1651	85.41.0	Post-secondary non-tertiary education	
1652	85.42	Tertiary education	8530*
1653	85.42.1	Universities	
1654	85.42.2	Universities of applied sciences	
1655	85.42.3	Colleges of public administration	
1656	85.42.4	Vocational academies, specialised academies, schools for nurses, midwives etc.	
1657	85.5	Other education	 
1658	85.51	Sports and recreation education	8541
1659	85.51.0	Sports and recreation education	
1660	85.52	Cultural education	8542
1661	85.52.0	Cultural education	
1662	85.53	Driving school activities	8549*
1663	85.53.0	Driving school activities	
1664	85.59	Other education n.e.c.	8549*
1665	85.59.1	General and political adult education	
1666	85.59.2	Vocational training for adults	
1667	85.59.9	Education n.e.c.	
1668	85.6	Educational support activities	 
1669	85.60	Educational support activities	8550
1670	85.60.0	Educational support activities	
1671	Q	HUMAN HEALTH AND SOCIAL WORK ACTIVITIES	 
1672	86	Human health activities	 
1673	86.1	Hospital activities	 
1674	86.10	Hospital activities	8610
1675	86.10.1	Hospital activities (excluding university hospitals, preventive care and rehabilitation centres)	
1676	86.10.2	Activities of university hospitals	
1677	86.10.3	Activities of preventive care and rehabilitation centres	
1678	86.2	Medical and dental practice activities	 
1679	86.21	General medical practice activities	8620*
1680	86.21.0	General medical practice activities	
1681	86.22	Specialist medical practice activities	8620*
1682	86.22.0	Specialist medical practice activities	
1683	86.23	Dental practice activities	8620*
1684	86.23.0	Dental practice activities	
1685	86.9	Other human health activities	 
1686	86.90	Other human health activities	8690
1687	86.90.1	Activities of psychological psychotherapists	
1688	86.90.2	Activities of midwives and man midwives, physiotherapists and other paramedical practitioners in the field of massage, hydrotherapy, etc.	
1689	86.90.3	Activities of non-medical practitioners	
1690	86.90.9	Other own-account activities pertaining to human health	
1691	87	Residential care activities	 
1692	87.1	Residential nursing care activities	 
1693	87.10	Residential nursing care activities	8710
1694	87.10.0	Residential nursing care activities	
1695	87.2	Residential care activities for mental retardation, mental health and substance abuse	 
1696	87.20	Residential care activities for mental retardation, mental health and substance abuse	8720
1697	87.20.0	Residential care activities for mental retardation, mental health and substance abuse	
1698	87.3	Residential care activities for the elderly and disabled	 
1699	87.30	Residential care activities for the elderly and disabled	8730
1700	87.30.0	Residential care activities for the elderly and disabled	
1701	87.9	Other residential care activities	 
1702	87.90	Other residential care activities	8790
1703	87.90.0	Other residential care activities	
1704	88	Social work activities without accommodation	 
1705	88.1	Social work activities without accommodation for the elderly and disabled	 
1706	88.10	Social work activities without accommodation for the elderly and disabled	8810
1707	88.10.1	Domestic social service activities	
1708	88.10.2	Other social work activities without accommodation for the elderly and disabled	
1709	88.9	Other social work activities without accommodation	 
1710	88.91	Child day-care activities	8890*
1711	88.91.0	Child day-care activities	
1712	88.99	Other social work activities without accommodation n.e.c.	8890*
1713	88.99.0	Other social work activities without accommodation n.e.c.	
1714	R	ARTS, ENTERTAINMENT AND RECREATION	 
1715	90	Creative, arts and entertainment activities	 
1716	90.0	Creative, arts and entertainment activities	 
1717	90.01	Performing arts	9000*
1718	90.01.1	Activities of theatre ensembles	
1719	90.01.2	Activities of ballet companies, orchestras, bands and choirs	
1720	90.01.3	Activities of own-account performers and circus groups	
1721	90.01.4	Activities of own-account stage, motion picture, radio and television artists and other performing arts activities	
1722	90.02	Support activities to performing arts	9000*
1723	90.02.0	Support activities to performing arts	
1724	90.03	Artistic creation	9000*
1725	90.03.1	Activities of own-account composers, arranging of music	
1726	90.03.2	Activities of own-account writers	
1727	90.03.3	Activities of own-account visual artists	
1728	90.03.4	Activities of own-account restorers	
1729	90.03.5	Activities of own-account journalists and press photographers	
1730	90.04	Operation of arts facilities	9000*
1731	90.04.1	Organisation of theatre performances and concerts	
1732	90.04.2	Operation of opera houses, theatre and concert halls and similar facilities	
1733	90.04.3	Operation of variety theatres and cabarets	
1734	91	Libraries, archives, museums and other cultural activities	 
1735	91.0	Libraries, archives, museums and other cultural activities	 
1736	91.01	Library and archives activities	9101
1737	91.01.0	Library and archives activities	
1738	91.02	Museums activities	9102*
1739	91.02.0	Museums activities	
1740	91.03	Operation of historical sites and buildings and similar visitor attractions	9102*
1741	91.03.0	Operation of historical sites and buildings and similar visitor attractions	
1742	91.04	Botanical and zoological gardens and nature reserves activities	9103
1743	91.04.0	Botanical and zoological gardens and nature reserves activities	
1744	92	Gambling and betting activities	 
1745	92.0	Gambling and betting activities	 
1746	92.00	Gambling and betting activities	9200
1747	92.00.1	Operation of gambling dens and slot machines	
1748	92.00.2	Operation of casinos and gambling clubs	
1749	92.00.3	Betting, pools and lottery activities	
1750	93	Sports activities and amusement and recreation activities	 
1751	93.1	Sports activities	 
1752	93.11	Operation of sports facilities	9311*
1753	93.11.0	Operation of sports facilities	
1754	93.12	Activities of sport clubs	9312
1755	93.12.0	Activities of sport clubs	
1756	93.13	Fitness facilities	9311*
1757	93.13.0	Fitness facilities	
1758	93.19	Other sports activities	9319
1759	93.19.0	Other sports activities	
1760	93.2	Amusement and recreation activities	 
1761	93.21	Activities of amusement parks and theme parks	9321
1762	93.21.0	Activities of amusement parks and theme parks	
1763	93.29	Other amusement and recreation activities	9329
1764	93.29.0	Other amusement and recreation activities	
1765	S	OTHER SERVICE ACTIVITIES	 
1766	94	Activities of membership organisations	 
1767	94.1	Activities of business, employers and professional membership organisations	 
1768	94.11	Activities of business and employers membership organisations	9411
1769	94.11.0	Activities of business and employers membership organisations	
1770	94.12	Activities of professional membership organisations	9412
1771	94.12.0	Activities of professional membership organisations	
1772	94.2	Activities of trade unions	 
1773	94.20	Activities of trade unions	9420
1774	94.20.0	Activities of trade unions	
1775	94.9	Activities of other membership organisations	 
1776	94.91	Activities of religious organisations	9491
1777	94.91.0	Activities of religious organisations	
1778	94.92	Activities of political organisations	9492
1779	94.92.0	Activities of political organisations	
1780	94.99	Activities of other membership organisations n.e.c.	9499
1781	94.99.1	Activities of organisations in the field of education, science and research 	
1782	94.99.2	Activities of cultural organisations	
1783	94.99.3	Activities of consumer associations	
1784	94.99.4	Activities of youth organisations	
1785	94.99.9	Activities of other membership organisations n.e.c.	
1786	95	Repair of computers and personal and household goods	 
1787	95.1	Repair of computers and communication equipment	 
1788	95.11	Repair of computers and peripheral equipment	9511
1789	95.11.0	Repair of computers and peripheral equipment	
1790	95.12	Repair of communication equipment	9512
1791	95.12.0	Repair of communication equipment	
1792	95.2	Repair of personal and household goods	 
1793	95.21	Repair of consumer electronics	9521
1794	95.21.0	Repair of consumer electronics	
1795	95.22	Repair of household appliances and home and garden equipment	9522
1796	95.22.0	Repair of household appliances and home and garden equipment	
1797	95.23	Repair of footwear and leather goods	9523
1798	95.23.0	Repair of footwear and leather goods	
1799	95.24	Repair of furniture and home furnishings	9524
1800	95.24.0	Repair of furniture and home furnishings	
1801	95.25	Repair of watches, clocks and jewellery	9529*
1802	95.25.0	Repair of watches, clocks and jewellery	
1803	95.29	Repair of other personal and household goods	9529*
1804	95.29.0	Repair of other personal and household goods	
1805	96	Other personal service activities	 
1806	96.0	Other personal service activities	 
1807	96.01	Washing and (dry-)cleaning of textile and fur products	9601
1808	96.01.0	Washing and (dry-)cleaning of textile and fur products	
1809	96.02	Hairdressing and other beauty treatment	9602
1810	96.02.1	Hairdressing	
1811	96.02.2	Beauty treatment	
1812	96.03	Funeral and related activities	9603
1813	96.03.1	Activities of morticians	
1814	96.03.2	Operation of cemeteries and crematoriums	
1815	96.04	Physical well-being activities	9609*
1816	96.04.0	Physical well-being activities	
1817	96.09	Other personal service activities n.e.c.	9609*
1818	96.09.0	Other personal service activities n.e.c.	
1819	T	ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; U0NDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE	 
1820	97	Activities of households as employers of domestic personnel	 
1821	97.0	Activities of households as employers of domestic personnel	 
1822	97.00	Activities of households as employers of domestic personnel	9700
1823	97.00.0	Activities of households as employers of domestic personnel	
1824	98	Undifferentiated goods- and services-producing activities of private households for own use	 
1825	98.1	Undifferentiated goods-producing activities of private households for own use	 
1826	98.10	Undifferentiated goods-producing activities of private households for own use	9810
1827	98.10.0	Undifferentiated goods-producing activities of private households for own use	
1828	98.2	Undifferentiated service-producing activities of private households for own use	 
1829	98.20	Undifferentiated service-producing activities of private households for own use	9820
1830	98.20.0	Undifferentiated service-producing activities of private households for own use	
1831	U	ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES	 
1832	99	Activities of extraterritorial organisations and bodies	 
1833	99.0	Activities of extraterritorial organisations and bodies	 
1834	99.00	Activities of extraterritorial organisations and bodies	9900
1835	99.00.0	Activities of extraterritorial organisations and bodies	
